vendor_symbol,company_name,sector,industry,country,shares_outstanding,source
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,United States,143328088.0,yfinance
STM,STMicroelectronics N.V.,Technology,Semiconductors,Netherlands,891877326.0,yfinance
STN,Stantec Inc.,Industrials,Engineering & Construction,Canada,114066995.0,yfinance
STNE,StoneCo Ltd.,Technology,Software - Infrastructure,Cayman Islands,229177062.0,yfinance
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream,Monaco,50081352.0,yfinance
STOK,"Stoke Therapeutics, Inc.",Healthcare,Biotechnology,United States,62281655.0,yfinance
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,United States,22612909.0,yfinance
STRL,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction,United States,30685954.0,yfinance
STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,United States,16570439.0,yfinance
STRR,"Star Equity Holdings, Inc.",Industrials,Staffing & Employment Services,United States,3692198.0,yfinance
STRS,Stratus Properties Inc.,Real Estate,Real Estate - Diversified,United States,7982723.0,yfinance
STRT,Strattec Security Corporation,Consumer Cyclical,Auto Parts,United States,4178799.0,yfinance
STRW,"Strawberry Fields REIT, Inc.",Real Estate,REIT - Healthcare Facilities,United States,13426610.0,yfinance
STRZ,Starz Entertainment Corp.,Communication Services,Entertainment,Canada,16789365.0,yfinance
STT,State Street Corporation,Financial Services,Asset Management,United States,274701765.0,yfinance
STTK,"Shattuck Labs, Inc.",Healthcare,Biotechnology,United States,95508165.0,yfinance
STUB,"StubHub Holdings, Inc.",Communication Services,Internet Content & Information,United States,350687301.0,yfinance
STVN,Stevanato Group S.p.A.,Healthcare,Medical Instruments & Supplies,Italy,49709718.0,yfinance
STWD,"Starwood Property Trust, Inc.",Real Estate,REIT - Mortgage,United States,370748570.0,yfinance
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,Singapore,227000000.0,yfinance
STXS,"Stereotaxis, Inc.",Healthcare,Medical Instruments & Supplies,United States,99628561.0,yfinance
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,United States,170752511.0,yfinance
SU,Suncor Energy  Inc.,Energy,Oil & Gas Integrated,Canada,,yfinance
SUGP,SU Group Holdings Limited,Industrials,Security & Protection Services,Hong Kong,3563092.0,yfinance
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,United States,123230757.0,yfinance
SUIG,SUI Group Holdings Limited,Financial Services,Credit Services,United States,80900000.0,yfinance
SUNB,"Sunbelt Rentals Holdings, Inc.",Industrials,Rental & Leasing Services,United States,409947556.0,yfinance
SUNE,SUNation Energy Inc.,Technology,Solar,United States,4123171.0,yfinance
SUNS,"Sunrise Realty Trust, Inc.",Real Estate,REIT - Mortgage,United States,13518205.0,yfinance
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,58039721.0,yfinance
SUPX,SuperX AI Technology Limited,Technology,Software - Infrastructure,Singapore,43244701.0,yfinance
SURG,"SurgePays, Inc.",Communication Services,Telecom Services,United States,25121895.0,yfinance
SVC,Service Properties Trust,Real Estate,REIT - Hotel & Motel,United States,129530000.0,yfinance
SVCC,Stellar V Capital Corp.,Financial Services,Shell Companies,United States,15555000.0,yfinance
SVCO,"Silvaco Group, Inc.",Technology,Software - Application,United States,33510363.0,yfinance
SVM,Silvercorp Metals Inc.,Basic Materials,Silver,Canada,,yfinance
SVRA,Savara Inc.,Healthcare,Biotechnology,United States,204927212.0,yfinance
SVRN,OceanPal Inc.,Industrials,Marine Shipping,Greece,1875816.0,yfinance
SVV,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail,United States,153986158.0,yfinance
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,Ireland,524522908.0,yfinance
SWAG,"Stran & Company, Inc.",Communication Services,Advertising Agencies,United States,18639590.0,yfinance
SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,United States,44727068.0,yfinance
SWIM,"Latham Group, Inc.",Industrials,Building Products & Equipment,United States,117411589.0,yfinance
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,United States,151016641.0,yfinance
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,United States,150472782.0,yfinance
SWMR,"Swarmer, Inc",Technology,Software - Infrastructure,United States,10857513.0,yfinance
SWVL,Swvl Holdings Corp.,Industrials,Railroads,United Arab Emirates,9964344.0,yfinance
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,United States,72374873.0,yfinance
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,United States,84874850.0,yfinance
SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery,United States,12114922.0,yfinance
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,United States,42568960.0,yfinance
SXTC,"China SXT Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,China,38218077.0,yfinance
SXTP,"60 Degrees Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,2659288.0,yfinance
SY,So-Young International Inc.,Healthcare,Health Information Services,China,84780372.0,yfinance
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,Banks - Regional,United States,31068000.0,yfinance
SYF,Synchrony Financial,Financial Services,Credit Services,United States,325370840.0,yfinance
SYK,Stryker Corporation,Healthcare,Medical Devices,United States,383360762.0,yfinance
SYM,Symbotic Inc.,Industrials,Specialty Industrial Machinery,United States,127215411.0,yfinance
SYNA,Synaptics Incorporated,Technology,Semiconductors,United States,39062676.0,yfinance
SYNX,Silynxcom Ltd.,Technology,Communication Equipment,Israel,6634440.0,yfinance
SYPR,"Sypris Solutions, Inc.",Consumer Cyclical,Auto Parts,United States,23011130.0,yfinance
SYRE,"Spyre Therapeutics, Inc.",Healthcare,Biotechnology,United States,86841253.0,yfinance
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,United States,478740332.0,yfinance
T,AT&T Inc.,Communication Services,Telecom Services,United States,6852385650.0,yfinance
TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,Canada,,yfinance
TACT,TransAct Technologies Incorporated,Technology,Computer Hardware,United States,10276279.0,yfinance
TALK,"Talkspace, Inc.",Healthcare,Health Information Services,United States,167512566.0,yfinance
TALO,Talos Energy Inc.,Energy,Oil & Gas E&P,United States,166925818.0,yfinance
TANH,Tantech Holdings Ltd,Consumer Defensive,Household & Personal Products,China,14427144.0,yfinance
TAOP,Taoping Inc.,Technology,Software - Infrastructure,China,9552783.0,yfinance
TAOX,TAO Synergies Inc.,Financial Services,Capital Markets,United States,7471931.0,yfinance
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,United States,175215417.0,yfinance
TAP-A,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,United States,2563034.0,yfinance
TARA,"Protara Therapeutics, Inc.",Healthcare,Biotechnology,United States,56204237.0,yfinance
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,43631052.0,yfinance
TASK,"TaskUs, Inc.",Technology,Information Technology Services,United States,36545511.0,yfinance
TATT,TAT Technologies Ltd.,Industrials,Aerospace & Defense,United States,12983137.0,yfinance
TAYD,"Taylor Devices, Inc.",Industrials,Specialty Industrial Machinery,United States,3219112.0,yfinance
TBBB,BBB Foods Inc.,Consumer Defensive,Discount Stores,Mexico,77938244.0,yfinance
TBBK,"The Bancorp, Inc.",Financial Services,Banks - Regional,United States,41634439.0,yfinance
TBCH,Turtle Beach Corporation,Technology,Consumer Electronics,United States,19847421.0,yfinance
TBI,"TrueBlue, Inc.",Industrials,Staffing & Employment Services,United States,,yfinance
TBLA,Taboola.com Ltd.,Communication Services,Internet Content & Information,United States,243284708.0,yfinance
TBN,Tamboran Resources Corporation,Energy,Oil & Gas E&P,Australia,34856412.0,yfinance
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,United States,51828254.0,yfinance
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional,United States,43474369.0,yfinance
TCBK,TriCo Bancshares,Financial Services,Banks - Regional,United States,31910590.0,yfinance
TCBS,"Texas Community Bancshares, Inc.",Financial Services,Banks - Regional,United States,2885392.0,yfinance
TCBX,"Third Coast Bancshares, Inc.",Financial Services,Banks - Regional,United States,16639127.0,yfinance
TCI,Transcontinental Realty Investo,Real Estate,Real Estate Services,United States,,yfinance
TCMD,"Tactile Systems Technology, Inc.",Healthcare,Medical Devices,United States,22556260.0,yfinance
TCRT,"Alaunos Therapeutics, Inc.",Healthcare,Biotechnology,United States,2442146.0,yfinance
TCRX,"TScan Therapeutics, Inc.",Healthcare,Biotechnology,United States,61074229.0,yfinance
TCX,Tucows Inc.,Technology,Software - Infrastructure,Canada,,yfinance
TD,The Toronto-Dominion Bank,Financial Services,Banks - Diversified,Canada,1652051000.0,yfinance
TDAY,"USA TODAY Co., Inc.",Communication Services,Publishing,United States,146702111.0,yfinance
TDC,Teradata Corporation,Technology,Software - Infrastructure,United States,,yfinance
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,United States,,yfinance
TDIC,Dreamland Limited,Communication Services,Advertising Agencies,Hong Kong,1501557.0,yfinance
TDOC,"Teladoc Health, Inc.",Healthcare,Health Information Services,United States,181684021.0,yfinance
TDS,"Telephone and Data Systems, Inc",Communication Services,Telecom Services,United States,,yfinance
TDTH,Trident Digital Tech Holdings Ltd,Technology,Information Technology Services,Singapore,4510524.0,yfinance
TDUP,ThredUp Inc.,Consumer Cyclical,Internet Retail,United States,108372115.0,yfinance
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,United States,49730652.0,yfinance
TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,United States,,yfinance
TE,T1 Energy Inc.,Industrials,Electrical Equipment & Parts,United States,279271380.0,yfinance
TEAD,Teads Holding Co.,Communication Services,Internet Content & Information,United States,96991430.0,yfinance
TEAM,Atlassian Corporation,Technology,Software - Application,Australia,159634245.0,yfinance
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,United States,155810652.0,yfinance
TECK,Teck Resources Limited,Basic Materials,Copper,Canada,483000468.0,yfinance
TECX,"Tectonic Therapeutic, Inc.",Healthcare,Biotechnology,United States,18869186.0,yfinance
TEL,TE Connectivity plc,Technology,Electronic Components,Ireland,289940672.0,yfinance
TELA,"TELA Bio, Inc.",Healthcare,Medical Devices,United States,44766146.0,yfinance
TELO,"Telomir Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,68774956.0,yfinance
TEM,"Tempus AI, Inc.",Healthcare,Health Information Services,United States,175390967.0,yfinance
TEN,Tsakos Energy Navigation Limited,Energy,Oil & Gas Midstream,Greece,30127603.0,yfinance
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,United States,110271973.0,yfinance
TENX,"Tenax Therapeutics, Inc.",Healthcare,Biotechnology,United States,26525159.0,yfinance
TEO,Telecom Argentina SA,Communication Services,Telecom Services,Argentina,,yfinance
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,United States,,yfinance
TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery,United States,114300000.0,yfinance
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,United States,1221626000.0,yfinance
TFII,TFI International Inc.,Industrials,Trucking,Canada,82193031.0,yfinance
TFIN,"Triumph Financial, Inc.",Financial Services,Banks - Regional,United States,23894537.0,yfinance
TFPM,Triple Flag Precious Metals Corp.,Basic Materials,Other Precious Metals & Mining,Canada,206603912.0,yfinance
TFSL,TFS Financial Corporation,Financial Services,Banks - Regional,United States,280432141.0,yfinance
TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,United States,,yfinance
TG,Tredegar Corporation,Industrials,Metal Fabrication,United States,34898277.0,yfinance
TGB,Trekor Metals Limited,Basic Materials,Copper,Canada,,yfinance
TGE,The Generation Essentials Group,Financial Services,Asset Management,France,44175159.0,yfinance
TGEN,Tecogen Inc.,Industrials,Electrical Equipment & Parts,United States,29917952.0,yfinance
TGHL,The Growhub Limited,Technology,Software - Infrastructure,Singapore,14866470.0,yfinance
TGL,Treasure Global Inc.,Technology,Software - Application,United States,1954832.0,yfinance
TGLS,Tecnoglass Holdings Inc.,Basic Materials,Building Materials,United States,44364816.0,yfinance
TGS,Transportadora de Gas del Sur S.A.,Energy,Oil & Gas Integrated,Argentina,69513693.0,yfinance
TGT,Target Corporation,Consumer Defensive,Discount Stores,United States,,yfinance
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,United States,153083580.0,yfinance
TH,Target Hospitality Corp.,Industrials,Specialty Business Services,United States,99585466.0,yfinance
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,United States,80519000.0,yfinance
THCH,TH International Limited,Consumer Cyclical,Restaurants,China,32036529.0,yfinance
THFF,First Financial Corporation,Financial Services,Banks - Regional,United States,11891896.0,yfinance
THG,"The Hanover Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,United States,34820221.0,yfinance
THH,TryHard Holdings Limited,Industrials,Specialty Business Services,Japan,50046250.0,yfinance
THM,"International Tower Hill Mines,",Basic Materials,Gold,Canada,,yfinance
THO,"THOR Industries, Inc.",Consumer Cyclical,Recreational Vehicles,United States,52057373.0,yfinance
THRM,Gentherm Incorporated,Consumer Cyclical,Auto Parts,United States,30705208.0,yfinance
THRY,"Thryv Holdings, Inc.",Technology,Software - Application,United States,44349786.0,yfinance
TIC,"TIC Solutions, Inc.",Industrials,Specialty Business Services,United States,221042604.0,yfinance
TIGO,Millicom International Cellular S.A.,Communication Services,Telecom Services,Luxembourg,167541444.0,yfinance
TII,Titan Mining Corporation,Basic Materials,Other Industrial Metals & Mining,Canada,98288104.0,yfinance
TIL,"Instil Bio, Inc.",Healthcare,Biotechnology,United States,6781976.0,yfinance
TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,58056192.0,yfinance
TIPT,Tiptree Inc.,Financial Services,Asset Management,United States,37239692.0,yfinance
TISI,"Team, Inc.",Industrials,Specialty Business Services,United States,4571382.0,yfinance
TITN,Titan Machinery Inc.,Industrials,Industrial Distribution,United States,23302180.0,yfinance
TJGC,TJGC Group Limited,Communication Services,Advertising Agencies,Hong Kong,10100000.0,yfinance
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,United States,1104704446.0,yfinance
TK,Teekay Corporation Ltd.,Energy,Oil & Gas Midstream,Bermuda,87011821.0,yfinance
TKC,Turkcell Iletisim Hizmetleri A.S.,Communication Services,Telecom Services,Turkey,870577022.0,yfinance
TKNO,"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,53614028.0,yfinance
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,United States,74967673.0,yfinance
TKR,The Timken Company,Industrials,Tools & Accessories,United States,69494510.0,yfinance
TLF,"Tandy Leather Factory, Inc.",Consumer Cyclical,Specialty Retail,United States,8143569.0,yfinance
TLIH,Ten-League International Holdings Limited,Industrials,Industrial Distribution,Singapore,2940435.0,yfinance
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical Devices,United States,68529089.0,yfinance
TNET,"TriNet Group, Inc.",Industrials,Staffing & Employment Services,United States,45904738.0,yfinance
TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,United States,162814649.0,yfinance
TNK,Teekay Tankers Ltd.,Energy,Oil & Gas Midstream,Bermuda,30017861.0,yfinance
TNL,Travel + Leisure Co.,Consumer Cyclical,Travel Services,United States,61282085.0,yfinance
TNMG,TNL Mediagene,Communication Services,Publishing,Japan,2931258.0,yfinance
TNON,"Tenon Medical, Inc.",Healthcare,Medical Devices,United States,17375989.0,yfinance
